(6-3),(7-2),(9-0)
Pulsifer v. U.S.\\Wilkinson v. Garland,Rudisill v. McDonough,Acheson Hotels v. Laufer\\Murray v. UBS Securities\\Dept. of Agric. Rural Dev. v. Kirtz\\Greater Lakes Ins. v. Raiders Retreat Realty Co.\\McElrath v. Georgia\\Trump v. Anderson\\O'Connor-Ratcliff v. Garner\\Lindke v. Freed\\FBI v. Fikre\\Bissonnette v. LePage Bakeries\\Macquarie Infrastructure Corp. v. Moab Partners\\Sheetz v. County of El Dorado\\Devillier v. Texas\\Muldrow v. St. Louis\\McIntosh v. U.S.
